500
4206	97
3593	3073
4487	4976
6376	8543
5571	5267
7345	7020
4969	8483
3838	5747
9337	3993
2523	1480
4977	7721
8452	78
5767	8160
5590	2808
3718	9565
8382	7867
9220	172
3308	4885
4110	6779
7159	2184
7353	8051
2635	4552
4713	8241
3800	779
6438	5501
6263	831
929	1923
7974	8933
8093	7079
2703	7935
1078	8373
7468	9657
9250	9586
6986	5422
7310	4797
2295	9451
7506	2081
8396	6515
9062	2114
1772	1217
692	5646
3093	9784
5911	4290
2868	2368
2147	5682
2814	6654
2370	5089
9455	9293
1556	2347
3983	9450
1023	5307
586	7624
4389	3374
1564	4605
8935	1045
8675	2521
1725	1939
2804	6295
1581	9049
642	4513
4665	1324
411	5630
797	6283
8717	9860
1125	8670
592	380
4956	9586
6333	9738
3802	3478
5798	2597
2553	7699
6563	2234
4717	4955
9014	376
606	5725
9242	3601
375	2272
4640	1686
4351	6883
6022	1062
3849	4753
6786	40
9597	9655
2048	7323
5929	8035
3249	3075
6018	1415
7546	4897
2041	8476
3195	9287
6635	8460
5526	2331
941	2017
6188	1998
581	9490
5103	4567
9957	9202
9161	7112
9126	9983
3840	9916
8161	584
9023	5079
7240	7799
1919	1541
5163	9701
8501	5895
262	1634
1738	6680
5858	3993
5273	8782
804	1968
2672	9613
9731	6825
6883	2202
6863	7893
6407	7856
9267	9104
8623	5792
56	5862
9785	4362
3440	5582
2362	4860
9424	8867
8408	3402
4254	2859
4647	2733
2755	2039
2224	7101
8104	8876
9164	6929
4419	7896
8295	7390
8309	7997
716	5879
1897	2235
9103	663
6780	6923
8886	2762
7043	932
6283	6474
1537	7858
1544	7956
8463	5743
3572	2070
4455	2338
6937	8233
3410	6572
7003	7531
9553	2122
8261	5347
9248	5935
3880	9906
1458	8830
8614	9892
6978	995
6918	2355
7538	1576
3123	3353
47	8320
3453	5870
6613	8722
942	2349
5776	3925
9743	8759
5820	467
3731	1980
1475	9420
6426	5416
4253	2603
2272	7375
4357	2003
4203	2526
5810	257
5723	9493
710	9460
4992	9258
1796	2227
4065	8921
5213	9032
8332	75
1720	4265
2111	1497
3439	4689
9324	9655
363	5506
9207	7862
5047	2890
4845	7349
3352	4791
1790	9616
3605	3467
8964	295
56	6074
238	7961
6196	2898
1894	7211
548	8871
3771	9779
2267	5993
9845	7780
493	882
5313	9324
2665	5253
3095	2745
2428	8837
2703	1825
991	4447
673	1100
4230	9448
9554	7769
6654	1872
6296	1495
