1000
4206	97
3593	3073
4487	4976
6376	8543
5571	5267
7345	7020
4969	8483
3838	5747
9337	3993
2523	1480
4977	7721
8452	78
5767	8160
5590	2808
3718	9565
8382	7867
9220	172
3308	4885
4110	6779
7159	2184
7353	8051
2635	4552
4713	8241
3800	779
6438	5501
6263	831
929	1923
7974	8933
8093	7079
2703	7935
1078	8373
7468	9657
9250	9586
6986	5422
7310	4797
2295	9451
7506	2081
8396	6515
9062	2114
1772	1217
692	5646
3093	9784
5911	4290
2868	2368
2147	5682
2814	6654
2370	5089
9455	9293
1556	2347
3983	9450
1023	5307
586	7624
4389	3374
1564	4605
8935	1045
8675	2521
1725	1939
2804	6295
1581	9049
642	4513
4665	1324
411	5630
797	6283
8717	9860
1125	8670
592	380
4956	9586
6333	9738
3802	3478
5798	2597
2553	7699
6563	2234
4717	4955
9014	376
606	5725
9242	3601
375	2272
4640	1686
4351	6883
6022	1062
3849	4753
6786	40
9597	9655
2048	7323
5929	8035
3249	3075
6018	1415
7546	4897
2041	8476
3195	9287
6635	8460
5526	2331
941	2017
6188	1998
581	9490
5103	4567
9957	9202
9161	7112
9126	9983
3840	9916
8161	584
9023	5079
7240	7799
1919	1541
5163	9701
8501	5895
262	1634
1738	6680
5858	3993
5273	8782
804	1968
2672	9613
9731	6825
6883	2202
6863	7893
6407	7856
9267	9104
8623	5792
56	5862
9785	4362
3440	5582
2362	4860
9424	8867
8408	3402
4254	2859
4647	2733
2755	2039
2224	7101
8104	8876
9164	6929
4419	7896
8295	7390
8309	7997
716	5879
1897	2235
9103	663
6780	6923
8886	2762
7043	932
6283	6474
1537	7858
1544	7956
8463	5743
3572	2070
4455	2338
6937	8233
3410	6572
7003	7531
9553	2122
8261	5347
9248	5935
3880	9906
1458	8830
8614	9892
6978	995
6918	2355
7538	1576
3123	3353
47	8320
3453	5870
6613	8722
942	2349
5776	3925
9743	8759
5820	467
3731	1980
1475	9420
6426	5416
4253	2603
2272	7375
4357	2003
4203	2526
5810	257
5723	9493
710	9460
4992	9258
1796	2227
4065	8921
5213	9032
8332	75
1720	4265
2111	1497
3439	4689
9324	9655
363	5506
9207	7862
5047	2890
4845	7349
3352	4791
1790	9616
3605	3467
8964	295
56	6074
238	7961
6196	2898
1894	7211
548	8871
3771	9779
2267	5993
9845	7780
493	882
5313	9324
2665	5253
3095	2745
2428	8837
2703	1825
991	4447
673	1100
4230	9448
9554	7769
6654	1872
6296	1495
7080	7097
6933	4857
8987	1170
3635	2342
8505	5585
1066	5822
2293	383
7348	9477
1237	781
1326	8776
3387	159
7692	3950
7537	1379
5762	4188
3484	1950
315	5969
5643	8345
3416	3771
6895	5599
6733	2803
6442	7127
3343	5392
9005	1935
6191	6738
9932	2651
5667	4868
536	6869
2989	9660
8653	4225
1698	4607
4938	2922
6467	5227
9709	4009
5244	4792
4715	1720
331	4287
4172	3889
3933	5172
8226	6504
7642	1722
4584	2008
6880	8814
5273	6129
3691	3578
9237	9289
2118	6708
7711	6704
643	335
8319	6637
178	2161
3685	4038
6106	4656
9874	6543
97	7359
8198	4159
5871	918
3697	7465
4293	902
2822	5340
1204	7471
8525	4210
7133	6936
791	1780
6501	2015
6391	1735
5611	1565
9316	4817
7034	4406
5192	9592
4486	8149
708	370
8491	1321
8558	1335
9003	1818
9620	5183
6222	2432
8074	1868
8979	7671
7739	2812
5989	3043
6069	7674
6110	3156
7836	4914
673	1540
1370	6457
627	1609
3452	7620
575	6844
9616	94
4099	7411
5272	5379
3098	8515
3094	1611
8636	7171
3748	7716
2620	8951
1450	6585
294	8445
8940	3258
6446	4450
1395	6955
1531	1527
6585	507
8430	7369
7741	5359
6085	3265
7761	1167
9924	2934
2206	5304
8637	5938
5877	969
9845	2012
4365	5830
1611	4385
4249	1554
8	348
9616	1939
3812	1275
9796	9476
6355	5082
2743	1975
8058	5898
2084	830
3997	9311
6806	5881
7714	4462
7879	7784
3893	2923
2901	516
5069	7974
9898	5546
1222	4696
8509	4704
9962	8360
3943	6858
617	6808
1420	8031
4059	5360
2215	6504
2627	1163
7928	4021
8002	5507
5460	5037
4668	4382
379	5031
4485	1182
5387	187
9949	5077
9660	3626
3194	1363
5364	2116
3850	645
3973	2170
161	7466
456	6061
7228	912
9057	1490
1072	1510
2653	6278
534	5807
5743	9168
4573	3959
6283	1943
2646	3768
7578	1631
9929	6871
669	3461
353	2603
9825	9076
3669	5975
6156	8535
440	6724
692	3400
4441	1602
541	9071
6045	8536
6351	8370
8444	9514
6951	8197
647	8142
5810	6101
9499	5215
9386	3354
9522	6227
903	5558
9214	8351
6553	6773
1789	7388
9542	205
1793	5130
1981	7908
5037	7915
2692	5889
9532	2358
9509	9150
2782	2902
6712	7356
9981	9144
7207	1929
7286	7872
6993	1748
3159	4994
5141	370
7314	2703
8674	7071
3575	7667
7670	5139
4624	9905
1309	5487
3813	1722
563	1612
4018	3149
3745	313
7221	806
1268	5485
7808	4012
1284	7520
7903	520
2542	5357
2238	7866
628	5318
9510	6344
4180	1792
649	7876
2331	1502
7377	4143
1830	742
9899	4633
1079	2181
3230	1755
7820	1244
620	2095
5194	974
6895	4304
5322	7503
5014	5602
8335	2840
9211	3668
9751	2032
3131	749
9444	7698
1407	4021
6669	3286
5854	2752
4902	1518
526	6092
9736	4171
7940	7939
473	4039
8473	6579
7069	3410
5956	1447
6472	4076
6578	2973
8345	4336
1535	4583
282	510
5000	2794
3837	8917
2466	7495
8771	329
1529	6949
194	357
1562	1747
2250	5591
9469	3863
9383	5789
4923	5420
4969	825
6266	5421
2035	6876
9426	4884
9347	9699
974	632
1276	9963
1255	4172
6288	9895
6700	1489
2996	9008
6298	2848
965	1928
6067	6806
972	2153
8285	4521
2416	1262
3518	2352
5169	7586
3942	9740
9439	5764
1801	6205
9439	3017
811	7990
5675	6542
2684	6004
2632	329
703	4357
4056	8285
4669	685
7779	9080
3247	4946
6623	2529
619	9338
7051	1694
2421	7002
5182	7326
4602	8081
28	4887
9141	4969
4685	3804
5429	2234
7535	9141
5386	2521
7277	5977
6251	8494
9081	8947
4136	7918
290	7816
8845	6367
9251	2636
2203	9264
7223	2409
4921	189
2066	1495
9715	6443
1652	9329
8604	3182
5250	3783
7087	1432
2594	2095
1158	6560
5908	120
6127	4795
5885	7404
2171	9930
8579	3538
4754	4895
3500	386
976	767
8126	5513
6413	3875
8883	3563
695	6645
173	814
1776	8332
2175	3065
2295	1275
9337	1411
2347	8013
9796	546
6007	6055
6884	6452
4388	9889
1658	5706
5591	208
7125	2374
6960	7789
5133	7329
9313	2546
8048	2973
8952	5125
8285	3426
9918	1526
8320	9011
2346	11
2331	1329
1888	2570
8497	7271
7413	9000
8699	9965
3606	0
7205	8871
7445	6057
8543	8322
848	6176
1685	2961
43	7341
8490	6877
8620	4346
8972	2161
9508	6035
885	3457
5130	5895
6931	1384
4616	2117
2709	7460
1111	9429
1629	4788
4089	2891
4412	6884
6944	7964
6022	9824
906	5120
4703	3076
9818	5053
7788	1597
8350	1370
4950	4671
2666	6105
7212	2019
2374	6658
8880	4660
9907	7832
7329	1222
2019	9768
5344	5902
3854	2314
9117	2333
4289	2757
5563	4051
4761	1432
1542	6393
2320	7574
5721	3587
3995	5277
3510	1246
9452	5218
1101	2983
3937	6657
3304	487
3010	8648
3574	9847
4567	7684
7796	8566
7978	2695
8735	9596
6113	5763
7911	1966
4928	2805
1004	9915
28	6437
5690	2700
2459	3317
1323	6807
5852	3624
7343	2542
5837	7984
3547	2534
9887	3743
5700	1087
6639	6184
6193	1450
8444	6613
806	1043
5573	9469
5584	4166
2897	3462
4282	6236
2622	3174
5826	8103
2850	8067
9820	4028
3931	717
2906	8769
7875	3039
9327	5798
4325	6209
4530	2039
4017	518
4631	4699
647	579
4555	1523
7118	8827
2272	5968
1489	9358
5257	6218
5519	3451
333	2547
6569	5765
8159	1223
9425	9759
2894	1454
7173	5964
6401	7487
9146	9085
7969	3237
3250	4813
4951	8192
3937	9297
3078	736
3381	7135
5432	6331
5033	9288
1048	3114
3464	5534
7334	6959
9068	3387
8204	9757
2538	2316
5830	3940
9312	8555
7418	5834
8064	697
3345	4517
3438	5130
8917	6742
2438	2659
8631	709
1738	3217
4706	4995
94	3198
